0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	9
0	10
0	11
0	12
0	13
0	18
0	22
0	25
0	27
0	28
0	32
0	35
0	40
0	41
0	44
0	50
0	51
0	52
0	53
0	54
0	56
0	59
0	62
0	69
0	79
0	87
0	88
0	99
0	103
0	104
0	119
0	122
0	123
0	125
0	128
0	132
0	140
0	145
0	147
0	151
0	161
0	170
0	174
0	175
0	177
0	180
0	183
0	188
0	192
0	213
0	218
0	233
0	235
0	237
0	267
0	292
0	303
0	314
0	337
0	339
0	341
0	347
0	352
0	357
0	363
0	367
0	388
0	392
0	410
1	33
1	189
1	199
1	292
1	294
1	363
1	377
2	5
2	6
2	7
2	8
2	9
2	11
2	17
2	25
2	34
2	36
2	38
2	39
2	46
2	47
2	48
2	55
2	56
2	79
2	89
2	94
2	111
2	116
2	129
2	130
2	147
2	171
2	206
2	240
2	274
2	275
2	289
2	308
2	330
2	359
2	419
2	426
3	5
3	6
3	8
3	13
3	14
3	24
3	29
3	36
3	37
3	90
3	96
3	97
3	118
3	134
3	146
3	165
3	239
3	254
3	261
3	276
3	283
3	307
3	308
3	319
3	336
3	354
3	381
3	388
3	422
4	5
4	7
4	8
4	9
4	12
4	17
4	18
4	25
4	31
4	51
4	58
4	59
4	60
4	65
4	85
4	103
4	104
4	129
4	155
4	158
4	241
4	270
4	280
4	309
4	326
4	328
4	384
4	415
5	6
5	12
5	21
5	22
5	39
5	41
5	71
5	74
5	75
5	90
5	101
5	107
5	109
5	181
5	186
5	198
5	199
5	202
5	216
5	220
5	240
5	243
5	245
5	251
5	254
5	256
5	260
5	274
5	308
5	312
5	316
5	344
5	355
5	391
5	409
6	7
6	11
6	17
6	19
6	34
6	40
6	49
6	92
6	96
6	117
6	186
6	201
6	215
6	248
6	259
6	274
6	286
6	302
6	307
6	340
6	404
6	413
6	414
7	8
7	10
7	13
7	14
7	19
7	21
7	32
7	33
7	37
7	50
7	53
7	54
7	76
7	77
7	80
7	111
7	147
7	154
7	164
7	182
7	194
7	197
7	214
7	224
7	263
7	271
7	277
7	298
7	306
7	341
7	365
7	370
7	389
7	424
8	9
8	10
8	11
8	14
8	15
8	16
8	19
8	20
8	26
8	27
8	31
8	43
8	46
8	55
8	63
8	79
8	98
8	105
8	125
8	146
8	161
8	168
8	176
8	177
8	195
8	199
8	204
8	210
8	217
8	220
8	225
8	246
8	286
8	290
8	304
8	349
8	379
8	411
9	10
9	24
9	33
9	35
9	48
9	50
9	76
9	80
9	81
9	121
9	135
9	136
9	140
9	162
9	178
9	206
9	238
9	250
9	278
9	299
9	343
9	371
10	13
10	15
10	16
10	18
10	23
10	30
10	51
10	57
10	95
10	109
10	110
10	135
10	184
10	231
10	302
10	304
10	311
10	365
10	373
10	405
10	409
11	12
11	15
11	16
11	18
11	21
11	22
11	23
11	33
11	53
11	56
11	58
11	74
11	77
11	84
11	85
11	86
11	102
11	116
11	130
11	133
11	139
11	142
11	146
11	147
11	164
11	172
11	189
11	194
11	195
11	231
11	262
11	287
11	290
11	295
11	300
11	305
11	309
11	312
11	318
11	349
11	354
11	358
11	363
11	376
11	382
11	389
11	405
11	407
11	428
12	20
12	21
12	24
12	26
12	27
12	28
12	29
12	30
12	31
12	32
12	38
12	46
12	47
12	51
12	55
12	57
12	61
12	65
12	68
12	83
12	89
12	94
12	95
12	96
12	114
12	119
12	124
12	133
12	135
12	141
12	145
12	148
12	165
12	182
12	188
12	190
12	191
12	207
12	217
12	225
12	232
12	244
12	259
12	280
12	314
12	324
12	344
12	348
12	354
12	357
12	376
12	387
12	392
12	408
12	413
12	431
13	14
13	20
13	22
13	44
13	58
13	67
13	73
13	74
13	87
13	92
13	96
13	106
13	112
13	125
13	128
13	131
13	141
13	157
13	161
13	167
13	182
13	184
13	210
13	220
13	236
13	242
13	277
13	301
13	315
13	379
13	392
13	421
14	15
14	16
14	20
14	23
14	26
14	27
14	28
14	32
14	39
14	40
14	41
14	45
14	49
14	64
14	71
14	82
14	97
14	120
14	123
14	128
14	154
14	173
14	177
14	178
14	192
14	198
14	209
14	215
14	246
14	250
14	288
14	311
14	320
14	325
14	338
14	343
14	361
14	390
14	396
14	415
14	418
15	17
15	26
15	29
15	58
15	63
15	65
15	66
15	86
15	149
15	150
15	153
15	158
15	176
15	208
15	223
15	231
15	236
15	243
15	275
15	307
15	320
15	360
15	386
15	410
15	421
16	30
16	59
16	101
16	108
16	193
16	194
16	200
16	249
16	259
16	342
16	384
17	23
17	24
17	31
17	41
17	69
17	70
17	83
17	87
17	107
17	127
17	142
17	144
17	158
17	182
17	212
17	219
17	288
17	368
17	394
18	19
18	30
18	40
18	49
18	53
18	70
18	75
18	76
18	78
18	103
18	137
18	203
18	209
18	221
18	222
18	244
18	247
18	289
18	361
18	378
18	397
19	114
19	115
19	140
19	196
19	297
19	298
19	413
20	36
20	48
20	74
20	77
20	84
20	115
20	125
20	136
20	145
20	159
20	205
20	227
20	238
20	260
20	262
20	265
20	272
20	281
20	296
20	306
20	348
20	355
20	358
20	368
20	382
20	430
21	35
21	44
21	45
21	78
21	82
21	93
21	133
21	200
21	210
21	219
21	260
21	294
21	320
21	353
21	403
21	429
22	28
22	60
22	82
22	88
22	100
22	104
22	129
22	150
22	156
22	175
22	189
22	212
22	253
22	264
22	293
22	316
22	325
22	326
22	396
23	25
23	42
23	52
23	62
23	65
23	78
23	118
23	126
23	163
23	284
23	287
23	304
23	321
23	323
23	329
23	395
24	36
24	55
24	60
24	62
24	64
24	81
24	83
24	89
24	119
24	138
24	144
24	148
24	157
24	238
24	241
24	249
24	258
24	291
24	303
24	308
24	310
24	340
24	372
24	401
25	29
25	39
25	45
25	47
25	49
25	85
25	114
25	160
25	169
25	225
25	254
25	265
25	272
25	306
25	321
25	328
25	347
25	356
25	408
25	417
26	43
26	63
26	108
26	123
26	197
26	205
26	226
26	285
26	313
27	77
27	143
27	188
27	196
27	293
27	364
28	35
28	37
28	38
28	42
28	43
28	54
28	118
28	122
28	140
28	166
28	185
28	223
28	224
28	302
28	330
28	364
28	382
28	393
28	398
28	418
29	34
29	48
29	52
29	61
29	78
29	85
29	88
29	90
29	126
29	183
29	247
29	249
29	287
29	310
29	335
29	348
29	400
30	94
30	97
30	99
30	166
30	280
30	298
30	314
30	367
30	369
31	34
31	59
31	68
31	72
31	97
31	109
31	131
31	149
31	186
31	226
31	249
31	252
31	291
31	368
31	372
31	377
31	394
31	425
32	37
32	44
32	50
32	72
32	91
32	116
32	183
32	205
32	247
32	259
32	340
33	42
33	45
33	47
33	62
33	173
33	179
33	239
33	329
33	391
33	425
33	427
34	38
34	72
35	61
35	345
36	69
36	72
36	151
36	257
36	283
36	327
37	121
37	170
37	185
37	331
37	339
38	106
38	157
38	195
38	222
38	232
38	245
38	252
38	274
39	284
39	371
40	42
40	68
40	75
40	84
40	94
40	102
40	106
40	282
40	312
40	326
40	411
41	43
41	93
41	149
41	157
41	184
41	190
41	269
41	300
